input_text,target_text
Are you really sick?,Gerçekten hasta mısın?
Are you really sure?,Gerçekten emin misin?
Are you resourceful?,Becerikli misin?
Are you settling in?,Mesken tutuyor musun?
Are you spontaneous?,Doğal mısın?
Are you stalking me?,Beni takip mi ediyorsunuz?
Are you still a cop?,Hâlâ bir polis misin?
Are you still alive?,Hâlâ hayatta mısın?
Are you still alone?,Hala yalnız mısın?
Are you still alone?,Hâlâ yalnız mısın?
Are you still angry?,Hâlâ kızgın mısın?
Are you still armed?,Sen hâlâ silahlı mısın?
Are you still awake?,Hâlâ uyanık mısın?
Are you still bored?,Sen hâlâ sıkılmış mısın?
Are you still dizzy?,Hâlâ başın dönüyor mu?
Are you still happy?,Hâlâ mutlu musun?
Are you still tense?,Hala gergin misiniz?
Are you still there?,Hâlâ orada mısın?
Are you still tired?,Sen hâlâ yorgun musun?
Are you still upset?,Hâlâ üzgün müsün?
Are you texting Tom?,Tom'la mesajlaşıyor musun?
Are you texting Tom?,Tom'a mesaj atıyor musun?
Are you that stupid?,O kadar aptal mısın?
Are you that stupid?,Sen bu kadar aptal mısın?
Are you the manager?,Müdür siz misiniz?
Are you the prophet?,Sen peygamber misin?
Are you the sheriff?,Sen şerif misin?
Are you through yet?,Henüz hazır mısın?
Are you trustworthy?,Güvenilir misin?
Are you two friends?,İkiniz arkadaş mısınız?
Are you two friends?,Siz ikiniz arkadaş mısınız?
Are you two related?,Siz ikiniz akraba mısınız?
Are you up for that?,Bunun için ümitli misin?
Are you watching TV?,Televizyon izliyor musun?
Are you watching it?,Onu izliyor musun?
Are you watching me?,Beni izliyor musun?
Are you wealthy yet?,Henüz zengin misin?
Are you working now?,Şu anda çalışıyor musun?
Aren't you Canadian?,Kanadalı değil misin?
Aren't you Catholic?,Sen Katolik değil misin?
Aren't you a banker?,Bir bankacı değil misin?
Aren't you a doctor?,Sen bir doktor değil misin?
Aren't you a lawyer?,Sen bir avukat değil misin?
Aren't you a parent?,Sen bir ebeveyn değil misin?
Aren't you a priest?,Sen bir rahip misin?
Aren't you a singer?,Sen bir şarkıcı değil misin?
Aren't you brothers?,Siz erkek kardeş değil misiniz?
Aren't you done yet?,Henüz hazır değil misin?
Aren't you done yet?,Henüz hazır değil misiniz?
Aren't you freezing?,Donmuyor musun?
Aren't you going in?,İçeri girmiyor musun?
Aren't you homesick?,Ülkeni özlemedin mi?
Aren't you new here?,Burada yeni değil misin?
Aren't you prepared?,Hazır değil misin?
Aren't you starving?,Açlık çekmiyor musun?
Aren't you students?,Öğrenci değil misiniz?
Aren't you the boss?,Sen patron değil misin?
Aren't you the boss?,Patron değil misiniz?
Aren't you underage?,Reşit değil misin?
Ask Tom how Mary is.,Tom'a Mary'nin nasıl olduğunu sor.
Ask Tom if he voted.,Tom'a oy verip vermediğini sor.
Ask Tom to be quiet.,Tom'dan sessiz olmasını rica et.
Ask Tom to help you.,Tom'un size yardım etmesini iste.
Ask Tom where he is.,Tom'a nerede olduğunu sor.
At least we had fun.,En azından eğlendik.
Baby ducks are cute.,Bebek ördekler sevimliler.
Bad habits die hard.,Kötü alışkanlıklar zor biter.
Baseball is my life.,Beyzbol benim hayatım.
Be careful in there.,Orada dikkatli ol.
Be careful up there.,Orada dikkatli ol.
Be careful with Tom.,Tom'a dikkat et.
"Be gentle, but firm.",Nazik ama kararlı ol.
Be home before dark.,Hava kararmadan evde olun.
Be kind to everyone.,Herkese nazik olun.
Be nice to your mom.,Annene karşı iyi davran.
Be patient with Tom.,Tom'a karşı sabırlı olun.
"Be polite, but firm.",Kibar ama sıkı olun.
Be prepared to stop.,Durmak için hazırlıklı ol.
Be quiet and listen.,Sessiz ol ve dinle.
Believe in yourself.,Kendine inan.
Best of luck to you.,İyi şanslar.
Beware of jellyfish.,Denizanasına dikkat edin.
Big girls don't cry.,Büyük kızlar ağlamaz.
Boil those potatoes.,Bu patatesleri kaynatın.
Boston is beautiful.,Boston güzel.
Boston is overrated.,Boston abartılmış.
Both Tom and I work.,Hem Tom hem de ben çalışıyoruz.
Both of them smiled.,Onların ikisi de gülümsedi.
Bread's in the oven.,Ekmek fırında.
Breakfast is served.,Kahvaltı servis edilir.
Bring Tom next time.,Gelecek sefer Tom'u getir.
Bring it back to me.,Onu bana geri getirin.
Bring me my clothes.,Bana elbiselerimi getir.
Bring me my glasses.,Gözlüğümü getir.
Bring me my glasses.,Bana gözlüğümü getir.
Bring me some water.,Bana biraz su getir.
Bring our boys home.,Çocuklarımızı eve getirin.
Bring them with you.,Onları yanında getir.
Bring your computer.,Bilgisayarınızı getirin.
Bring your computer.,Bilgisayarını getir.
Bring your daughter.,Kızını getir.
Bring your swimsuit.,Mayonu getir.
Bring your tool box.,Takım sandığını getir.
Bring your tool box.,Alet kutunu getir.
Bunnies are so cute.,Tavşanlar çok sevimli.
Business is booming.,İş hızla artıyor.
But I don't want to.,Fakat ben istemiyorum.
But I wasn't afraid.,Ama korkmuyordum.
Buy me some flowers.,Bana birkaç çiçek satın al.
Call if you need me.,Bana ihtiyacın olursa ara.
Can I ask something?,Bir şey sorabilir miyim?
Can I bring someone?,Birisini getirebilir miyim?
Can I buy you lunch?,Sana öğle yemeği ısmarlayabilir miyim?
Can I call you back?,Seni tekrar arayabilir miyim?
Can I check in here?,Burada giriş yapabilir miyim?
Can I come with Tom?,Tom'la gelebilir miyim?
Can I come with you?,Seninle gelebilir miyim?
Can I do it for you?,Onu senin için yapabilir miyim?
Can I do that again?,Bunu tekrar yapabilir miyim?
Can I do that today?,Onu bugün yapabilir miyim?
Can I do this later?,Bunu daha sonra yapabilir miyim?
"Can I drive, please?","Ben sürebilir miyim, lütfen?"
Can I eat this cake?,Bu pastayı yiyebilir miyim?
Can I get a blanket?,Bir battaniye alabilir miyim?
Can I get a picture?,Bir fotoğraf çekebilir miyim?
Can I get a receipt?,Ben bir makbuz alabilir miyim?
Can I give you this?,Bunu sana verebilir miyim?
Can I go for a walk?,Yürüyüşe gidebilir miyim?
Can I go to bed now?,Şimdi yatağa gidebilir miyim?
Can I have a coffee?,Bir kahve alabilir miyim?
Can I have a cookie?,Bir kurabiye alabilir miyim?
Can I have a minute?,Bir dakikanızı alabilir miyim?
Can I have a moment?,Bir dakika alabilir miyim?
Can I have a second?,Bir saniyenizi alabilir miyim?
"Can I have one, too?",Ben de bir tane alabilir miyim?
Can I have some tea?,Biraz çay alabilir miyim?
Can I have the list?,Listeyi alabilir miyim?
Can I help you cook?,Yemek pişirmene yardım edebilir miyim?
"Can I help you, sir?","Size yardım edebilir miyim, efendim?"
Can I join the team?,Takıma katılabilir miyim?
Can I look in there?,Oraya bakabilir miyim?
Can I open this box?,Bu kutuyu açabilir miyim?
Can I pay on credit?,Ben kredi ile ödeme yapabilir miyim?
Can I ride with you?,Seninle binebilir miyim?
Can I say one thing?,Bir şey söyleyebilir miyim?
Can I see Tom today?,Tom'u bugün görebilir miyim?
Can I see you again?,Seni tekrar görebilir miyim?
Can I see you later?,Seni daha sonra görebilir miyim?
Can I smoke in here?,Burada sigara içebilir miyim?
Can I stay and help?,Kalıp yardım edebilir miyim?
Can I stay with you?,Seninle kalabilir miyim?
Can I take Tom home?,Tom'u eve götürebilir miyim?
Can I take a shower?,Duş alabilir miyim?
Can I talk with you?,Seninle konuşabilir miyim?
Can I use the phone?,Telefonu kullanabilir miyim?
Can I use this bike?,Bu bisikleti kullanabilir miyim?
Can I walk you home?,Eve kadar sana eşlik edebilir miyim?
Can I wash my hands?,Ellerimi yıkayabilir miyim?
Can anybody hear me?,Beni duyabilen var mı?
Can anybody hear me?,Biri beni duyabiliyor mu?
Can anybody help me?,Biri bana yardım edebilir mi?
Can anyone help Tom?,Biri Tom'a yardım edebilir mi?
Can anyone help out?,Biri yardım edebilir mi?
Can anyone stop Tom?,Biri Tom'u durdurabilir mi?
Can he speak French?,O Fransızca konuşabilir mi?
Can someone help me?,Biri bana yardım edebilir mi?
Can someone help me?,Birisi bana yardımcı olabilir mi?
Can we be overheard?,Kulak misafiri olabilir miyiz?
Can we believe that?,Ona inanabilir miyiz?
Can we believe them?,Onlara inanabilir miyiz?
Can we call Tom now?,Şimdi Tom'u arayabilir miyiz?
Can we change rooms?,Odaları değiştirebilir miyiz?
Can we count on Tom?,Tom'a güvenebilir miyiz?
Can we count on you?,Sana güvenebilir miyiz?
Can we do something?,Bir şey yapabilir miyiz?
Can we do that here?,Bunu burada yapabilir miyiz
Can we get it fixed?,Onu tamir ettirebilir miyiz?
Can we go back home?,Biz eve geri dönebilir miyiz?
Can we hit the road?,Yola çıkabilir miyiz?
Can we just drop it?,Sadece onu bırakabilir miyiz?
Can we just go home?,Sadece eve gidebilir miyiz?
Can we just move on?,Biz sadece yolumuza devam edebilir miyiz?
Can we recycle this?,Bunu geri dönüştürebilir miyiz?
Can we rest a while?,Bir süre dinlenebilir miyiz?
Can we speak French?,Fransızca konuşabilir miyiz
Can we switch seats?,Koltukları değiştirebilir miyiz?
Can we take a break?,Bir mola verebilir miyiz?
Can we talk outside?,Dışarıda konuşabilir miyiz?
Can we trust anyone?,Biz birine güvenebilir miyiz?
Can you afford that?,Onu göze alabilir misin?
Can you answer that?,Ona cevap verebilir misin?
Can you answer this?,Bunu cevaplayabilir misiniz?
Can you be discreet?,Sağduyulu olabilir misin?
Can you believe Tom?,Tom'a inanabiliyor musun?
Can you come closer?,Biraz daha yaklaşabilir misin?
Can you contact Tom?,Tom'la temas eder misiniz?
Can you contact Tom?,Tom'la görüşebilir misin?
Can you contact Tom?,Tom'la iletişim sağlayabilir misin?
Can you cook a meal?,Yemek pişirebilir misin?
Can you describe it?,Onu tarif edebilir misin?
Can you do anything?,Herhangi bir şey yapabilir misin?
Can you do it alone?,Onu tek başına yapabilir misin?
Can you drive a car?,Bir araba sürebilir misin?
Can you explain why?,Nedenini açıklayabilir misin?
Can you fix my bike?,Bisikletimi tamir edebilir misin?
Can you fix my lamp?,Lambamı onarabilir misin?
Can you handle that?,Onu idare edebilir misin?
Can you hear me now?,Şimdi beni işitebiliyor musun?
Can you help me out?,Bana yardım edebilir misin?
Can you help us out?,Bize yardım edebilir misin?
Can you hurry it up?,Acele edebilir misin?
Can you let me pass?,Geçmeme izin verebilir misin?
Can you pick up Tom?,Tom'u alabilir misin?
Can you play guitar?,Gitar çalabilir misin?
Can you play tennis?,Sen tenis oynayabilir misin?
Can you please help?,Lütfen yardım eder misiniz?
Can you reach those?,Onlara ulaşabilir misin?
Can you read Arabic?,Arapça okuyabilir misin?
Can you read Arabic?,Arapça okuyabilir misiniz?
Can you read French?,Fransızca okuyabilir misin?
Can you really swim?,Gerçekten yüzebilir misin?
Can you really swim?,Gerçekten yüzebilir misiniz?
Can you repair this?,Bunu tamir edebilir misin?
Can you repeat that?,Onu tekrarlayabilir misin?
Can you replace Tom?,Tom'u yer değiştirebilir misin?
Can you rub my back?,Sırtımı ovalayabilir misin?
Can you sail a boat?,Bir tekneyle denize açılabilirmisin?
Can you start today?,Bugün başlayabilir misin?
Can you still drive?,Hâlâ araba sürebiliyor musun?
Can you still skate?,Hâlâ patenle kayabiliyor musun?
Can you swim at all?,Gerçekten yüzebilir misin?
Can you talk to Tom?,Tom'la konuşabilir misin?
Can you tell me how?,Bana nasıl olduğunu söyleyebilir misin?
Can you verify that?,Onu doğrulayabilir misiniz?
Can you verify that?,Onu kanıtlayabilir misiniz.
Can your wife drive?,Karın araba sürebilir mi?
Can't we be friends?,Arkadaş olamaz mıyız?
Can't we just leave?,Sadece biz gidemez miyiz?
Can't we start over?,Konuyu baştan alabilir miyiz?
Can't you buy a car?,Bir araba alamaz mısın?
Can't you go faster?,Daha hızlı gidemez misin?
Care to lend a hand?,Bize yardım etmek ister misin?
Carry out my orders!,Emirlerimi yerine getir!
Cash or credit card?,Nakit mi ya da kredi kartı mı?
Catch me if you can.,Beni yakala yakalayabilirsen.
Change came quickly.,Değişiklik çabuk geldi.
Change is important.,Değişim önemlidir.
Change your clothes.,Giysilerini değiştir.
Checks are accepted.,Çekler kabul edilir.
Cherish the thought.,Düşünceye değer ver.
Cherish this moment.,Bu ana değer ver.
Chew your food well.,Yiyeceğinizi iyi çiğneyin.
Chivalry isn't dead.,Şövalyelik ölmez.
Christmas drew near.,Noel yaklaştı.
Christmas is coming.,Noel geliyor.
Cicadas are singing.,Ağustos böcekleri şarkı söylüyorlar.
Clear off the table.,Tabloyu temizleyin.
Click the OK button.,Tamam tuşuna tıklayın.
Climb onto the roof.,Çatıya tırman.
Coaching is my life.,Koçluk benim hayatım.
Come again any time.,Her zaman tekrar gel.
Come again tomorrow.,Yarın tekrar gel.
Come at two o'clock.,Saat ikide gel.
Come back in a week.,Bir hafta içinde dön.
Come back to Boston.,Boston'a geri gel.
Come here right now.,Hemen buraya gel.
Come into my office.,Ofisime gel.
Come meet everybody.,Herkesi karşılamaya gel.
"Come on, talk to me.","Hadi, konuş benimle."
Come out peacefully.,Huzurlu şekilde çık.
"Come over here, Tom.","Buraya gel, Tom."
Come to my quarters.,Benim karargaha gel.
Come to the meeting.,Toplantıya gel.
"Come, I'll show you.","Gel, sana göstereceğim."
"Come, sit on my lap.","Gel, kucağıma otur."
Competition is good.,Rekabet faydalıdır.
Complaints are rare.,Şikayetler nadirdir.
Consider my request.,İsteğimi göz önünde bulundurun.
Consult your doctor.,Doktorunuza danışın.
Contact me tomorrow.,Yarın benimle irtibat kur.
Contact me tomorrow.,Yarın benimle bağlantı kur.
Continue without me.,Bensiz devam edin.
Continue your story.,Hikayene devam et.
Continue your story.,Hikayenize devam edin.
Cookie needs a walk.,Cookie'nin yürüyüşe ihtiyacı var.
Cops are everywhere.,Polisler her yerdeler.
Corruption is wrong.,Yolsuzluk suçtur.
Could I talk to you?,Seninle konuşabilir miyim?
Could I try this on?,Bunu deneyebilir miyim?
Could it be a virus?,O bir virüs olabilir mi?
Could we meet again?,Tekrar buluşabilir miyiz?
Could you elaborate?,Ayrıntılara girer misin?
Could you excuse us?,Bize izin verir misiniz?
Could you please go?,Lütfen gider misin?
Could you pull over?,Kenara çeker misin?
Could you sign here?,Burayı imzalar mısınız?
Could you sign this?,Bunu imzalar mısın?
Could you slow down?,Yavaşlar mısın?
Count me in on this.,Bu konuda ben de varım.
Crime is increasing.,Suç artmaktadır.
Cut it with a knife.,Onu bir bıçakla kes.
Cyprus is an island.,Kıbrıs bir adadır.
Dad bought a camera.,Babam bir kamera satın aldı.
Dad bought me books.,Babam kitaplarımı satın aldı.
Darkness is falling.,Karanlık çöküyor.
"Deal the cards, Tom.",İskambil kartları dağıt; Tom.
Death is inevitable.,Ölüm kaçınılmazdır.
Delete that picture.,O resmi silin.
Destroy this temple.,Bu tapınağı imha et.
Details are sketchy.,Detaylar kabataslak.
Did I do that right?,Bunu doğru yaptım mı?
Did I embarrass you?,Seni utandırdım mı?
Did I forget anyone?,Herhangi birini unuttun mu?
Did I have a choice?,Bir seçeneğim var mıydı?
Did I just say that?,Ben sadece onu mu söyledim?
Did I lock the door?,Kapıyı kilitledim mi?
Did I make the team?,Ben takıma alındım mı?
Did I make the team?,Takıma girdim mi?
Did I mess up again?,Tekrar işi berbat ettim mi?
Did I miss anything?,Bir şey kaçırdım mı?
Did I miss the turn?,Sırayı kaçırdım mı?
Did I pass the test?,Testi geçtim mi?
Did I show you this?,Bunu sana gösterdim mi?
Did I tell you that?,Ben sana onu anlattım mı?
Did I touch a nerve?,Hassas bir noktaya değindim mi?
Did I wake you guys?,Sizi uyandırdım mı arkadaşlar?
Did I win something?,Bir şey kazandım mı?
Did Tom ask you out?,Tom sana çıkma teklif etti mi?
Did Tom believe you?,Tom sana inandı mı?
Did Tom contact you?,Tom seninle iletişime geçti mi?
Did Tom do anything?,Tom bir şey yaptı mı?
Did Tom forgive you?,Tom seni affetti mi?
Did Tom have a plan?,Tom'un bir planı var mıydı?
Did Tom have dinner?,Tom akşam yemeği yedi mi?
Did Tom hurt anyone?,Tom herhangi birini incitti mi?
Did Tom lie to Mary?,Tom Mary'ye yalan söyledi mi?
Did Tom like Boston?,Tom Boston'dan hoşlandı mı?
Did Tom purchase it?,Tom onu satın aldı mı?
Did Tom talk to you?,Tom seninle konuştu mu?
Did Tom tell anyone?,Tom birine söyledi mi?
Did Tom yell at you?,Tom sana bağırdı mı?
Did anybody come by?,Birisi uğradı mı?
Did anybody do that?,Kimse onu yaptı mı?
Did anybody see you?,Biri seni gördü mü?
Did anyone help you?,Biri sana yardımcı oldu mu?
Did anyone phone me?,Birisi beni aradı mı?
Did anyone tell Tom?,Herhangi biri Tom'a söyledi mi?
Did anyone tell you?,Biri sana söyledi mi?
Did everybody leave?,Herkes gitti mi?
Did the plane crash?,Uçak yere çakıldı mı?
Did they come today?,Bugün onlar geldi mi?
Did you believe Tom?,Tom'a inandın mı?
Did you bring rolls?,Sandviç ekmeği getirdin mi?
Did you bring yours?,Seninkini getirdin mi?
Did you buy bananas?,Muz satın aldın mı?
Did you buy flowers?,Çiçek mi satın aldın?
Did you buy one yet?,Henüz bir tane satın aldın mı?
Did you come for me?,Benim için mi geldin?
Did you design this?,Bunu mu tasarladın?
Did you do all this?,Bunun hepsini yaptın mı?
Did you do anything?,Bir şey yaptın mı?
Did you drink a lot?,Çok içtin mi?
Did you eat dessert?,Tatlı yedin mi?
Did you follow them?,Onları takip ettiniz mi?
Did you get married?,Sen evlendin mi?
Did you get my gift?,Hediyemi aldın mı?
Did you get the job?,İşi aldın mı?
Did you give him up?,Onu bıraktın mı?
Did you go shopping?,Alışverişe gittin mi?
Did you go upstairs?,Üst kata gittin mi?
Did you guys go out?,Siz arkadaşlar dışarı çıktınız mı?
Did you guys see it?,Siz onu gördünüz mü?
Did you have a band?,Bir grubun var mı?
Did you have a date?,Bir randevun var mı?
Did you have dreams?,Rüya gördün mü?
Did you hear it too?,Onu sen de mi duydun?
Did you hug anybody?,Herhangi birine sarıldın mı?
Did you just get up?,Sen sadece kalktın mı?
Did you learn a lot?,Çok öğrendin mi?
Did you leave a tip?,Bir bahşiş bıraktın mı?
Did you leave a tip?,Bahşiş bıraktın mı?
Did you like Boston?,Boston'u sevdin mi?
Did you lose weight?,Zayıfladın mı?
Did you make a wish?,Bir dilek tuttun mu?
Did you make coffee?,Kahve yaptın mı?
Did you make dinner?,Yemek yaptın mı?
Did you make dinner?,Akşam yemeği yaptın mı?
Did you notice that?,Bunu fark ettin mi?
Did you paint these?,Bunları boyadın mı?
Did you play tennis?,Tenis oynadın mı?
Did you read it all?,Onun hepsini okudun mu?
Did you see anybody?,Sen birini gördün mü?
Did you see someone?,Birini gördün mü?
Did you take a bath?,Banyo yaptın mı?
Did you talk to Tom?,Tom'la konuştun mu?
Did you tell on Tom?,Tom'u ispiyonladın mı?
Did you yell at Tom?,Tom'a bağırdın mı?
Didn't Tom tell you?,Tom sana söylemedi mi?
Didn't Tom warn you?,Tom seni uyarmadı mı?
Didn't anybody come?,Kimse gelmedi mi?
Didn't you hear Tom?,Tom'u duymadın mı?
Didn't you see that?,Onu görmedin mi?
Didn't you take one?,Bir tane almadın mı?
Didn't you tell Tom?,Tom'a söylemedin mi?
Disconnect the plug.,Fişi çekin.
Divide this in half.,Bunu ikiye böl.
Do I curse too much?,Ben çok lanetler miyim?
Do I detect sarcasm?,İğnelemeyi fark ediyor musun?
Do I have to change?,Değiştirmem gerekir mi?
Do I have to go now?,Şimdi gitmem gerekiyor mu?
Do I need to go now?,Şimdi gitmem gerekiyor mu?
Do I still get paid?,Bana hâlâ ödeme yapılıyor mu?
Do as you think fit.,Sana nasıl uygunsa öyle yap.
"Do be quiet, please!","Sessiz olun, lütfen!"
Do exactly as I say.,Aynen dediğim gibi yap.
Do exactly as I say.,Tam olarak söylediğim gibi yap.
Do it while you can.,Yapabiliyorken bunu yap.
Do not eat in class.,Sınıfta yemek yemeyin.
Do not go near them.,Onların yanına gitmeyin.
Do snakes scare you?,Yılanlar sizi korkutuyor mu?
Do something useful.,İşe yarar bir şey yap.
Do something useful.,Elle tutulur bir şey yap.
Do that by yourself.,Bunu kendiniz yapın.
Do the best you can!,Elinizden geleni yapın!
Do the best you can.,Elinizden gelenin en iyisini yapın!
Do the windows open?,Pencereler açılır mı?
Do they really care?,Onlar gerçekten umursuyor mu?
Do they remember me?,Beni hatırlıyorlar mı?
Do we have a chance?,Şansımız var mı?
Do we have a choice?,Seçeneğimiz var mı?
Do we have any food?,Hiç yiyeceğimiz var mı?
"Do we need Tom, too?",Bizim de Tom'a ihtiyacımız var mı?
Do we need a Plan B?,Bir B planına ihtiyacımız var mı?
Do what excites you.,Seni heyecanlandıran şeyi yap.
Do what you're told.,Sana söyleneni yap.
Do whatever you can.,Ne yapabiliyorsan yap.
Do you approve that?,Onu onaylıyor musun?
Do you believe that?,Buna inanıyor musun?
Do you believe this?,Buna inanıyor musun?
Do you drink coffee?,Kahve içer misiniz?
Do you enjoy losing?,Kaybetmekten hoşlanır mısın?
Do you ever do that?,Bunu hiç yapar mısın?
"Do you feel it, too?",Sen de bunu hissediyor musun?
Do you give lessons?,Ders verir misiniz?
Do you go out a lot?,Çok dışarıya çıkar mısın?
Do you go out often?,Sık sık dışarı çıkıyor musun?
Do you go to church?,Kiliseye gider misin?
Do you go to school?,Okula gidiyor musun?
Do you have a child?,Çocuğun var mı?
Do you have a cough?,Öksürüğün var mı?
Do you have a dream?,Bir hayalin var mı?
Do you have a fever?,Ateşin var mı?
Do you have a fever?,Ateşiniz var mı?
Do you have a hobby?,Bir hobin var mı?
Do you have a house?,Bir evin var mı?
Do you have a knife?,Bir bıçağın var mı?
Do you have a match?,Ateşin var mı?
Do you have a motto?,Bir sloganın var mı?
Do you have a phone?,Bir telefonun var mı?
Do you have a piano?,Piyanon var mı?
Do you have a table?,Bir masan var mı?
Do you have an iPad?,Bir iPad'iniz var mı?
Do you have any CDs?,Hiç CD'in var mı?
Do you have any gum?,Hiç sakızın var mı?
Do you have mangoes?,Hint kirazın var mı?
Do you have mittens?,Eldivenleriniz var mı?
Do you have my book?,Kitabım sizde mi?
Do you have my book?,Kitabım sende mi?
Do you have the flu?,Gripiniz var mı?
Do you have the key?,Anahtarın var mı?
Do you have to stay?,Kalmak zorunda mısın?
Do you keep a diary?,Bir günlük tutuyor musunuz?
Do you know my name?,Adımı biliyor musun?
Do you know my wife?,Karımı tanıyor musun?
Do you know my wife?,Karımı biliyor musun?
Do you know the way?,Yolu biliyor musun?
Do you know who won?,Kimin kazandığını biliyor musun?
Do you like English?,İngilizceyi sever misiniz?
Do you like bowling?,Bowling sever misiniz?
Do you like camping?,Kamp yapmayı sever misin?
Do you like carrots?,Havuç sever misin?
Do you like cooking?,Yemek pişirmeyi sever misiniz?
Do you like cooking?,Aşçılığı sever misin?
Do you like cycling?,Bisiklete binmeyi sever misin?
Do you like dancing?,Dans etmeyi sever misiniz?
Do you like guitars?,Gitarlardan hoşlanıyor musunuz?
Do you like it here?,Burada mı istersin?
Do you like it then?,Öyleyse onu seviyor musunuz?
"Do you like me, too?",Sen de benden hoşlanıyor musun?
Do you like mussels?,Midyeyi beğenir misin?
Do you like my hair?,Saçımı beğeniyor musun?
Do you like oranges?,Portakal sever misiniz?
Do you like oysters?,İstiridye sever misin?
Do you like ravioli?,Mantı sever misin?
Do you like running?,Koşmayı sever misin?
Do you like singing?,Şarkı söylemeyi sever misin?
Do you like spinach?,Ispanak sever misin?
Do you like surfing?,Sörf sever misiniz?
Do you like to cook?,Yemek pişirmeyi sever misin?
Do you like to draw?,Resim çizmeyi sever misin?
Do you like to sing?,Şarkı söylemeyi sever misiniz?
Do you like to swim?,Yüzmeyi sever misin?
Do you like venison?,Geyik eti sever misin?
Do you like walking?,Yürümeyi sever misin?
Do you like writing?,Yazmayı sever misin?
Do you love him too?,Onu da seviyor musun?
Do you mind if I go?,Gitmemin bir sakıncası var mı?
Do you mind waiting?,Beklemenin sakıncası var mı?
Do you need a break?,Bir molaya ihtiyacın var mı?
Do you need a spoon?,Bir kaşığa ihtiyacın var mı?
"Do you need me, Tom?","Bana ihtiyacın var mı, Tom?"
Do you need my help?,Yardımıma ihtiyacın var mı?
Do you need the key?,Anahtara ihtiyacın var mı?
Do you not like Tom?,Tom'dan hoşlanmıyor musun?
Do you own research.,Sen araştırmaya sahip misin?
Do you play croquet?,Kroket oynar mısın?
Do you realize that?,Onun farkında mısın?
Do you realize that?,Onu fark ediyor musun?
Do you recognize me?,Beni tanıyor musun?
Do you remember Tom?,Tom'u hatırlıyor musun?
Do you see anything?,Bir şey görüyor musun?
Do you see my point?,Konumu anlıyor musun?
Do you share a room?,Bir odayı paylaşır mısın?
Do you smoke cigars?,Puro içer misin?
Do you speak French?,Fransızca konuşur musun?
Do you speak French?,Fransızca konuşur musunuz?
Do you study French?,Fransızca çalışır mısın?
Do you teach French?,Fransızca öğretiyor musun?
Do you think I care?,Umursadığımı düşünüyor musun?
Do you travel a lot?,Çok seyahat eder misin?
Do you travel often?,Sık sık seyahat eder misiniz?
Do you trust anyone?,Birine güvenir misin?
Do you want a drink?,Bir içki ister misin?
Do you want a puppy?,Bir yavru köpek ister misin?
Do you want a salad?,Bir salata ister misin?
Do you want dessert?,Tatlı ister misin?
Do you want massage?,Masaj istiyor musun?
Do you want my help?,Yardımımı ister misin?
Do you want popcorn?,Patlamış mısır ister misin?
Do you want the job?,İşi istiyor musun?
Do you want to come?,Gelmek istiyor musun?
Do you want to help?,Yardımcı olmak istiyor musun?
Do you want to know?,Bilmek ister misin?
Do you want to pray?,Dua etmek istiyor musun?
Do you want to quit?,Çıkmak istiyor musun?
Do you want to race?,Sen yarışmak ister misin?
Do you want to read?,Okumak ister misin?
Do you want to rest?,Dinlenmek istiyor musunuz?
Do you want to sing?,Şarkı söylemek ister misin?
Do you want to stay?,Kalmak ister misin?
Do you want to stop?,Durdurmak ister misin?
Do you want to talk?,Konuşmak ister misin?
Do you want to talk?,Konuşmak istiyor musun?
Do you want to vote?,Oy vermek ister misin?
Do you want to wait?,Beklemek ister misin?
Do you watch movies?,Film izliyor musun?
Do you watch soccer?,Futbol izler misin?
Do you wear glasses?,Gözlük takar mısın?
Do you wish to stay?,Kalmayı diliyor musunuz?
Do you work for Tom?,Tom için çalışıyor musun?
Does Tom believe me?,Tom bana inanıyor mu?
Does Tom eat grapes?,Tom üzüm yer mi?
Does Tom ever smile?,Tom hiç gülümser mi?
Does Tom have a car?,Tom'un bir arabası var mı?
Does Tom have a cat?,Tom'un bir kedisi var mı?
Does Tom have a job?,Tom'un bir işi var mı?
Does Tom have a key?,Tom'un bir anahtarı var mı?
Does Tom have a pet?,Tom'un bir evcil hayvanı var mı?
Does Tom have a son?,Tom'un bir oğlu var mı?
Does Tom have cable?,Tom'da kablo var mıdır?
Does Tom look angry?,Tom öfkeli görünüyor mu?
Does Tom look upset?,Tom üzgün görünüyor mu?
Does Tom make money?,Tom para kazanıyor mu?
Does Tom still sing?,Tom hâlâ şarkı söylüyor mu?
Does Tom swim often?,Tom sık sık yüzer mi?
Does Tom understand?,Tom anlıyor mu?
Does Tom want a car?,Tom bir araba istiyor mu?
Does Tom wear boots?,Tom bot giyer mi?
Does everybody know?,Herkes biliyor mu?
Does it really hurt?,Gerçekten acıyor mu?
Does she have a pet?,Onun bir evcil hayvanı var mı?
Does she play piano?,"O, piyano çalar mı?"
Does that amuse you?,Bu sizi eğlendiriyor mu?
Does that even work?,O bile işe yarar mı?
Does that feel good?,Bu güzel hissettiriyor mu?
Does that scare you?,Bu sizi korkutuyor mu?
Does that seem wise?,O akıllıca görünüyor mu?
Does this seem fair?,Bu adil görünüyor mu?
Does your head ache?,Başın ağrıyor mu?
Does your head hurt?,Başın acıyor mu?
Does your wife know?,Karın biliyor mu?
Does your wife work?,Karınız çalışıyor mu?
Doesn't anyone care?,Kimsenin umurunda değil mi?
