input_text,target_text
Did you buy a new car?,Yeni bir araba mı aldınız?
Did you buy that book?,O kitabı aldın mı?
Did you buy this book?,Bu kitabı satın aldın mı?
Did you call a doctor?,Bir doktor aradın mı?
Did you come by train?,Trenle mi geldin?
Did you come with Tom?,Tom ile mi geldin?
Did you cut the paper?,Kağıdı kestin mi?
Did you dye your hair?,Saçını boyadın mı?
Did you eat breakfast?,Kahvaltı yaptın mı?
Did you ever call Tom?,Hiç Tom'u aradın mı?
Did you ever date Tom?,Hiç Tom'la çıktın mı?
Did you ever kiss Tom?,Hiç Tom'u öptün mü?
Did you ever meet Tom?,Hiç Tom'la tanıştın mı?
Did you find a doctor?,Bir doktor buldun mu?
Did you find anything?,Bir şey buldun mu?
Did you find your key?,Anahtarını buldun mu?
Did you get a haircut?,Saç tıraşı oldun mu?
Did you get a massage?,Masaj yaptırdın mı?
Did you get a receipt?,Bir makbuz aldın mı?
Did you get any sleep?,Biraz uyudun mu?
Did you get my letter?,Mektubumu aldın mı?
Did you get your wish?,Dileğiniz gerçekleşti mi?
Did you go to Harvard?,Harvard'a gittin mi?
Did you go to college?,Üniversiteye gittin mi?
Did you go to see Tom?,Tom'u görmeye mi gittin?
Did you go to see Tom?,Tom'u görmeye gittin mi?
Did you guys see that?,Onu gördünüz mü?
Did you have a lawyer?,Bir avukatın var mıydı?
Did you have a mentor?,Bir danışmanınız var mıydı?
Did you have any luck?,Hiç şansın var mıydı?
Did you hear all that?,Hepsini duydun mu?
Did you hear anything?,Herhangi bir şey işittin mi?
Did you hear the bell?,Zili duydun mu?
Did you hear the news?,Haberi duydunuz mu?
Did you hit your head?,Kafanı mı çarptın?
Did you hurt yourself?,Sen kendini acıttın mı?
Did you just see that?,Sadece onu gördün mü?
Did you kiss Tom back?,Tom'u öptün mü?
Did you know Tom well?,Tom'u iyi tanır mıydınız?
Did you know about it?,Onu biliyor muydun?
Did you know him well?,Onu iyi tanır mıydınız?
Did you know his name?,Onun adını bildin mi?
Did you like the book?,Kitabı beğendin mi?
Did you like the meal?,Yemeği beğendin mi?
Did you like the show?,Gösteriyi beğendin mi?
Did you lock the door?,Kapıyı kilitledin mi?
Did you not know that?,Onu bilmiyor muydun?
Did you pack any food?,Herhangi bir yiyecek paketledin mi?
Did you pass the test?,Testi geçtin mi?
Did you question them?,Onları sorguladın mı?
Did you recognize Tom?,Tom'u tanıdın mı?
Did you ring the bell?,Zili çaldın mı?
Did you say something?,Bir şey söyledin mi?
Did you say thank you?,Teşekkür ederim dedin mi?
Did you say thank you?,Teşekkür ettin mi?
Did you say yes or no?,Evet mi dedin yoksa hayır mı?
Did you see Tom leave?,Tom'un gittiğini gördün mü?
Did you see Tom today?,Bugün Tom'u gördün mü?
Did you see any birds?,Hiç kuş gördün mü?
Did you see her there?,Orada onu gördünüz mü?
Did you see my camera?,Benim kameramı gördünüz mü?
Did you see my father?,Babamı gördün mü?
Did you see something?,Bir şey gördün mü?
Did you see the knife?,Bıçağı gördün mü?
Did you shut the door?,Kapıyı kapattın mı?
Did you shut the gate?,Kapıyı kapattın mı?
Did you sign anything?,Herhangi bir şey imzaladın mı?
Did you ski yesterday?,Dün kayak yaptınız mı?
Did you sleep all day?,Bütün gün uyudun mu?
Did you sleep in here?,Burada uyudun mu?
Did you take a shower?,Duş aldın mı?
Did you take anything?,Bir şey aldın mı?
Did you take him home?,Onu eve götürdün mü?
Did you take pictures?,Fotoğraflar çektin mi?
Did you talk about me?,Benim hakkımda konuştun mu?
Did you telephone him?,Ona telefon ettin mi?
Did you telephone him?,Onu aradın mı?
Did you tell Tom that?,Onu Tom'a söyledin mi?
Did you think of that?,Onu düşündün mü?
Did you understand it?,Bunu anladın mı?
Did you understand me?,Beni anladın mı?
Did you use my camera?,Benim kameramı kullandınız mı?
Did you use my camera?,Benim fotoğraf makinemi mi kullandın?
Did you use my camera?,Benim fotoğraf makinemi kullandın mı?
Did you want a cookie?,Bir kurabiye istedin mi?
Did you want to drive?,Araba sürmeyi istedin mi?
Did you write it down?,Onu yazdın mı?
Didn't anybody notice?,Biri fark etmedi mi?
Didn't you get hungry?,Acıkmadınız mı?
Dinner is about ready.,Akşam yemeği hazır olmak üzere.
Dinner is almost over.,Akşam yemeği neredeyse bitti.
Dinner will be served.,Akşam yemeği servis edilecek.
Dinner's almost ready.,Akşam yemeği neredeyse hazır.
Dinner's getting cold.,Akşam yemeği soğuyor.
Discipline is the key.,Disiplin anahtardır.
Do I appear that weak?,O kadar cılız görünüyor muyum?
Do I have to help Tom?,Tom'a yardım etmek zorunda mıyım?
Do I have to help you?,Sana yardım etmek zorunda mıyım?
Do I have to register?,Kaydolmak zorunda mıyım?
Do I look busy to you?,Sana meşgul görünüyor muyum?
Do I look fat in this?,Bunun içinde şişman görünüyor muyum?
Do I look like I care?,Umursuyor gibi görünüyor muyum?
Do I look pale to you?,Sana karşı solgun görünüyor muyum?
Do I look presentable?,Düzgün görünüşlü görünüyor muyum?
Do I look that stupid?,O kadar aptal görünüyor muyum?
Do I need the surgery?,Ameliyat olmam gerekir mi?
Do I need to add salt?,Tuz eklemem gerekiyor mu?
Do I need to go there?,Oraya gitmem gerekiyor mu?
Do I need to say more?,Daha fazla söylemem gerekiyor mu?
Do I need to transfer?,Benim transfer etmem gerekiyor mu?
Do I really need this?,Gerçekten buna ihtiyacım var mı?
Do it as you are told.,Onu sana söylenildiği gibi yap.
Do not be so critical.,Bu kadar kritik olmayın.
Do not open your book.,Kitabını açma.
Do something positive.,Olumlu bir şey yapın.
Do they have to do it?,Onlar onu yapmak zorunda mı?
Do they know about us?,Onlar bizi tanır mı?
Do they learn English?,Onlar İngilizce öğrenirler mi?
Do they live with you?,Onlar seninle mi yaşıyor?
Do they share secrets?,Onlar sırları paylaşırlar mı?
Do turtles have teeth?,Kaplumbağaların dişleri var mı?
Do we have any chance?,Hiç şansımız var mı?
Do we have any choice?,Herhangi bir seçeneğimiz var mıydı?
Do we have to do that?,Onu yapmak zorunda mıyız?
Do we know each other?,Birbirimizi tanıyor muyuz?
Do we need to do more?,Daha fazlasını yapmamız gerekiyor mu?
Do we need to do more?,Daha fazlasını yapmalı mıyız?
Do we really need you?,Gerçekten sana ihtiyacımız var mı?
Do you agree with Tom?,Tom'la aynı düşüncede misin?
Do you also like jazz?,Sen de jazzdan hoşlanır mısın?
Do you always do that?,Bunu her zaman yapar mısın?
Do you bake every day?,Her gün fırında pişirir misin?
Do you believe in God?,Allah'a inanıyor musun?
Do you believe it now?,Şimdi buna inanıyor musun?
Do you believe me now?,Şimdi bana inanıyor musun?
Do you blame yourself?,Kendini mi suçluyorsun?
Do you carry a weapon?,Bir silah taşıyor musun?
Do you collect comics?,Çizgi romanlar topluyor musun?
Do you collect stamps?,Pul toplar mısın?
Do you dream about me?,Benim hakkımda hayal kurar mısın?
Do you eat enchiladas?,Enchiladas yer misin?
Do you enjoy studying?,Ders çalışmaktan keyif alıyor musun?
Do you enjoy studying?,Ders çalışmaktan hoşlanır mısın?
Do you ever get dizzy?,Hiç başın döner mi?
Do you ever stay home?,Hiç evde kalır mısın?
Do you feel all right?,İyi hissediyor musunuz?
Do you feel safe here?,Burada güvenli hissediyor musun?
Do you feel too tired?,Çok yorgun hissediyor musun?
Do you find me pretty?,Beni güzel buluyor musun?
Do you fly frequently?,Sık sık uçar mısın?
Do you go there often?,Oraya sık sık gider misin?
"Do you grow rice, too?",Sen de pirinç yetiştirir misin?
Do you guys get along?,Siz çocuklar iyi geçiniyor musunuz?
Do you have Bud Light?,Bud Light'ın var mı?
Do you have a Kleenex?,Bir Kleenex'in var mı?
Do you have a bicycle?,Bir bisikletin var mı?
Do you have a brother?,Bir erkek kardeşin var mı?
Do you have a few CDs?,Birkaç CD'in var mı?
Do you have a freezer?,Bir derin dondurucun var mı?
Do you have a husband?,Bir kocan var mı?
Do you have a license?,Ruhsatınız var mı?
Do you have a lighter?,Bir çakmağın var mı?
Do you have a picture?,Bir resmin var mı?
Do you have a problem?,Bir sorunun var mı?
Do you have a receipt?,Bir makbuzun var mı?
Do you have a uniform?,Bir üniforman var mı?
Do you have a vacancy?,Boş odanız var mı?
Do you have a voucher?,Bir fişin var mı?
Do you have a warrant?,Bir garantin var mı?
Do you have a website?,Bir Web siteniz var mı?
Do you have an answer?,Bir yanıtın var mı?
Do you have any bread?,Hiç ekmeğin var mı?
Do you have any ideas?,Hiç fikrin var mı?
Do you have any money?,Hiç paran var mı?
Do you have any proof?,Herhangi bir kanıtın var mı?
Do you have any stock?,Hiç stokunuz var mı?
Do you have any sugar?,Hiç şekerin var mı?
Do you have any water?,Hiç suyun var mı?
Do you have cellulite?,Selülitin var mı?
Do you have earphones?,Kulaklıklığın var mı?
Do you have flat feet?,Sen düztaban mısın?
Do you have heartburn?,Mide ekşimen var mı?
Do you have insurance?,Sigortan var mı?
Do you have more milk?,Daha fazla sütün var mı?
Do you have some milk?,Biraz sütün var mı?
Do you have some time?,Biraz zamanınız var mı?
Do you have some time?,Biraz zamanın var mı?
Do you have some wine?,Biraz şarabın var mı?
Do you have the money?,Paran var mı?
Do you have to go now?,Şimdi gitmek zorunda mısın?
Do you have toothache?,Dişin ağrıyor mu?
Do you have tuna fish?,Tonbalığın var mı?
Do you have two books?,İki kitabınız var mı?
Do you have your keys?,Anahtarların var mı?
Do you hear any sound?,Herhangi bir ses duyuyor musunuz?
Do you hear something?,Bir şey duyuyor musun?
Do you keep a journal?,Bir günlük tutuyor musunuz?
Do you know my father?,Babamı tanıyor musun?
Do you know that girl?,O kızı tanıyor musun?
Do you know that lady?,O bayanı tanıyor musun?
Do you know that song?,O şarkıyı biliyor musun?
Do you know the groom?,Damadı tanıyor musun?
Do you know the rules?,Kuralları biliyor musun?
Do you know them both?,İkisini de tanıyor musun?
Do you know this game?,Bu oyunu biliyor musun?
Do you know this lady?,Bu bayanı tanıyor musun?
Do you know this song?,Bu şarkıyı biliyor musunuz?
Do you know those men?,O adamları tanıyor musun?
Do you know who he is?,Onun kim olduğunu biliyor musunuz?
Do you know who it is?,Onun kim olduğunu biliyor musun?
Do you know your size?,Beden ölçünüzü biliyor musunuz?
Do you like anchovies?,Hamsi sever misin?
Do you like chocolate?,Çikolata sever misin?
Do you like dinosaurs?,Dinozorları sever misin?
Do you like dumplings?,Köfte sever misin?
Do you like egg rolls?,Yumurta rulolarını sever misiniz?
Do you like gardening?,Bahçıvanlığı sever misin?
Do you like geraniums?,Sardunyaları sever misiniz?
Do you like her songs?,Onun şarkılarını seviyor musun?
Do you like his songs?,Onun şarkılarını sever misin?
Do you like it or not?,Bundan hoşlanıyor musun yoksa hoşlanmıyor musun?
Do you like my friend?,Arkadaşımı beğeniyor musun?
Do you like pork loin?,Domuz filetosundan hoşlanır mısın?
Do you like root beer?,Alkolsüz bira sever misin?
Do you like sweet tea?,Tatlı çayı sever misin?
Do you like that song?,O şarkıyı seviyor musun?
Do you like the piano?,Piyano sever misiniz?
Do you like this band?,Bu grubu sever misin?
Do you like this book?,Bu kitabı beğeniyor musunuz?
Do you like this city?,Bu şehri beğeniyor musun?
Do you like this girl?,Bu kızı beğeniyor musunuz?
Do you like this song?,Bu şarkıyı sever misin?
Do you like to gamble?,Kumar oynamak ister misin?
Do you like to travel?,Seyahat etmekten hoşlanır mısınız.
Do you like your boss?,Patronunu seviyor musun?
Do you like your soup?,Çorbanızı beğeniyor musunuz?
Do you like your work?,İşini beğeniyor musun?
Do you live in Boston?,Boston'da mı yaşıyorsunuz?
Do you live near here?,Bu civarda mı yaşıyorsun?
Do you love me at all?,Beni hiç seviyor musun?
Do you love me or not?,Beni seviyor musun yoksa sevmiyor musun?
Do you meet Tom often?,Tom'la sık sık karşılaşır mısın?
Do you meet him often?,Onunla sık sık karşılaşır mısın?
Do you mind if I stay?,Kalmamın sakıncası var mı?
Do you miss me at all?,Beni hiç özlüyor musun?
Do you miss your kids?,Çocuklarını özlüyor musun?
Do you need a deposit?,Bir depozito istiyor musun?
Do you need any money?,Paraya ihtiyacın var mı?
Do you need more time?,Daha fazla zamana ihtiyacın var mı?
Do you need some help?,Biraz yardıma ihtiyacın var mı?
Do you need some time?,Biraz zamana ihtiyacım var.
Do you need something?,Bir şeye ihtiyacın var mı?
Do you need the phone?,Telefona ihtiyacın var mı?
Do you need this book?,Bu kitaba ihtiyacın var mı?
Do you not like girls?,Kızlardan hoşlanmıyor musun?
Do you own a computer?,Bir bilgisayarın var mı?
Do you own a pharmacy?,Bir eczanen var mı?
Do you own this place?,Bu yerin sahibi misin?
Do you plan on moving?,Taşınmayı planlıyor musunuz?
Do you plant pumpkins?,Balkabağı eker misin?
Do you play in a band?,Bir grupta çalıyor musun?
Do you play the piano?,Piyanoyu çalar mısın?
Do you read the Bible?,İncil'i okuyor musun?
Do you really do that?,Bunu gerçekten yapıyor musun?
Do you really like it?,Bunu gerçekten seviyor musun?
Do you really love me?,Beni gerçekten seviyor musun?
Do you really mean it?,Gerçekten demek istediğin bu mudur?
Do you really want it?,Onu gerçekten istiyor musun?
Do you recognize this?,Bunu tanıyor musun?
Do you see what I see?,Gördüğümü görüyor musun?
Do you see what I see?,Gördüğümü görüyor musunuz?
Do you sell batteries?,Pil satıyor musunuz?
Do you sell road maps?,Yol haritaları satıyor musun?
Do you smell anything?,Sen de kokuyu alıyor musun?
Do you smell anything?,Bir şey mi kokuyor?
Do you speak Albanian?,Arnavutça konuşabiliyor musunuz?
Do you speak Filipino?,Filipince konuşur musun?
Do you speak Japanese?,Japonca konuşabiliyor musun?
Do you still eat meat?,Hâlâ et yiyor musun?
Do you still like Tom?,Hala Tom'dan hoşlanıyor musun?
Do you still love Tom?,Hâlâ Tom'u seviyor musun?
Do you still love him?,Onu hâlâ seviyor musun?
Do you still miss Tom?,Tom'u hâlâ özlüyor musun?
Do you still need tea?,Hâlâ çaya ihtiyacın var mı?
Do you still want tea?,Hâlâ çay istiyor musun?
Do you still work out?,Hâlâ egzersiz mi yapıyorsun?
Do you swim every day?,Her gün yüzüyor musun?
Do you think I did it?,Bunu yaptığımı düşünüyor musun?
Do you think I'm cool?,Havalı olduğumu düşünüyor musun?
Do you think I'm sexy?,Benim seksi olduğumu düşünüyor musunuz?
Do you think I'm sexy?,Sizce ben seksi miyim?
Do you think I'm ugly?,Benim çirkin olduğumu düşünüyor musunuz?
Do you think I'm ugly?,Sizce ben çirkin miyim?
Do you think Tom lied?,Sence Tom yalan mı söyledi?
Do you think Tom lied?,Tom'un yalan söylediğini mi düşünüyorsun?
Do you think it works?,Onun çalıştığını düşünüyor musun?
Do you understand Tom?,Tom'u anlıyor musun?
Do you understand her?,Onu anlıyor musun?
Do you understand now?,Şimdi anlıyor musun?
Do you understand why?,Sebebini anlıyor musun?
Do you use aftershave?,Tıraş losyonu kullanıyor musun?
Do you walk to school?,Okula yürür müsün?
Do you want Tom there?,Tom'u orada istiyor musun?
Do you want a massage?,Masaj ister misin?
Do you want a pretzel?,Bir pretzel ister misin?
Do you want a pretzel?,Kıvrık çubuk kraker istiyor musun?
Do you want a receipt?,Makbuz ister misin?
Do you want breakfast?,Kahvaltı ister misin?
Do you want it or not?,Onu istiyor musun yoksa istemiyor musun?
Do you want me to beg?,Yalvarmamı mı istiyorsun?
Do you want me to beg?,Yalvarmamı mı istiyorsunuz?
Do you want my advice?,Tavsiyemi ister misin?
Do you want some beer?,Biraz bira ister misin?
Do you want some help?,Biraz yardım ister misin?
Do you want some milk?,Biraz süt istiyor musun?
Do you want some soup?,Biraz çorba ister misin?
Do you want some wine?,Biraz şarap ister misin?
Do you want something?,Bir şey istiyor musunuz?
Do you want the truth?,Gerçeği istiyor musun?
Do you want this back?,Bunu geri istiyor musun?
Do you want to buy it?,Bunu almak istiyor musun?
Do you want to change?,Değiştirmek istiyor musun?
Do you want to go out?,Dışarı çıkmak istiyor musun?
Do you want to resign?,İstifa etmek istiyor musun?
Do you want to see it?,Onu görmek ister misiniz?
Do you want to try it?,Onu denemek ister misin?
Do you watch TV a lot?,Çok televizyon izler misin?
Do you wear a uniform?,Bir üniforma giyiyor musun?
Do you work in Boston?,Boston'da çalışıyor musun?
Do you work near here?,Buraya yakın mı çalışıyorsun?
Do you work on Monday?,Pazartesi günü çalışıyor musun?
Do you worry about us?,Bizim hakkımızda endişe ediyor musun?
Does Tom already know?,Tom zaten biliyor mu?
Does Tom believe that?,Tom buna inanıyor mu?
Does Tom drink coffee?,Tom kahve içer mi?
Does Tom dye his hair?,Tom saçını boyuyor mu?
Does Tom go out often?,Tom sık sık dışarı çıkıyor mu?
Does Tom go to church?,Tom kiliseye gider mi?
Does Tom have a beard?,Tom'un sakalı var mı?
Does Tom have a fever?,Tom'un ateşi mi var?
Does Tom have an iPad?,Tom'un bir iPad'i var mı?
Does Tom have to help?,Tom yardım etmek zorunda mı?
Does Tom know my name?,Tom adımı biliyor mu?
Does Tom like his job?,Tom işini seviyor mu?
Does Tom like oranges?,"Tom, portakal sever mi?"
Does Tom speak French?,Tom Fransızca biliyor mu?
Does Tom want to come?,Tom gelmek istiyor mu?
Does Tom wear glasses?,Tom gözlük takar mı?
Does anybody know him?,Onu tanıyan bir var mı?
Does anyone feel sick?,Hasta olduğunu hisseden biri var mı?
Does anyone live here?,Burada kimse yaşıyor mu?
Does anyone want this?,Bunu isteyen var mı?
Does everyone do that?,Herkes onu yapıyor mu?
Does he do any sports?,O herhangi bir spor yapıyor mu?
Does he speak English?,"O, İngilizce konuşur mu?"
Does it have a toilet?,Onun bir tuvaleti var mı?
Does it matter to you?,Senin için önemli mi?
Does it mean anything?,O herhangi bir anlama geliyor mu?
Does it really matter?,O gerçekten önemli mi?
Does she have a hobby?,Onun bir hobisi var mı?
Does she have a piano?,Onun bir piyanosu var mı?
Does she like oranges?,"O, portakalları sever mi?"
Does she speak French?,O Fransızca konuşur mu?
Does that feel better?,O daha iyi hissettiriyor mu?
Does that ring a bell?,Bu size bir şeyler hatırlatıyor mu?
Does that satisfy you?,O seni tatmin ediyor mu?
Does that sound weird?,O garip görünüyor mu?
Does that still exist?,O hâlâ var mı?
Does that trouble you?,Bu seni rahatsız ediyor mu?
Does that trouble you?,O sizi rahatsız ediyor mu?
Does that window open?,O pencere açılır mı?
Does the hat fit well?,Şapka iyi uyar mı?
Does this really work?,Bu gerçekten çalışıyor mu?
Does this ring a bell?,Bu bir şey çağrıştırıyor mu?
Does this spider bite?,Bu örümcek ısırır mı?
Does this window open?,Bu pencere açılır mı?
Does your father know?,Baban biliyor mu?
Does your father work?,Baban çalışıyor mu?
Does your mother know?,Annen biliyor mu?
Does your throat hurt?,Boğazın acıyor mu?
Doesn't Tom like Mary?,"Tom, Mary'den hoşlanmıyor mu?"
Doesn't Tom live here?,Tom burada yaşamıyor mu?
Doesn't Tom look good?,Tom iyi görünmüyor mu?
Doesn't anyone listen?,Herhangi biri dinlemiyor mu?
Doesn't it bother you?,Bu seni rahatsız etmiyor mu?
Doesn't it taste good?,"O, iyi tat verir mi?"
Doesn't that look fun?,Eğlenceli gözükmüyor mu?
Dog food is expensive.,Köpek maması pahalıdır.
Dogs often bury bones.,Köpekler genellikle kemikleri gömerler.
Doing that isn't easy.,Onu yapmak kolay değil.
Doing that isn't hard.,Onu yapmak zor değil.
Doing that was stupid.,Onu yapmak aptalcaydı.
Doing that was stupid.,Onu yapmak ahmaklıktı.
Doing that was tiring.,Onu yapmak yorucuydu.
Doing that was tiring.,Bunu yapmak yorucuydu.
Doing this isn't easy.,Bunu yapmak kolay değil.
Don't I look the same?,Aynı görünmüyor muyum?
Don't act like a jerk.,Bir ahmak gibi davranma.
Don't act so innocent.,Çok masum hareket etme.
Don't ask me anything.,Bana bir şey sorma.
Don't ask me that now.,Bunu bana sorma şimdi.
Don't ask me that now.,Bunu bana sormayın şimdi.
Don't ask me. Ask Tom.,Bana sorma. Tom'a sor.
Don't be a cheapskate.,Bir cimri olma.
Don't be a spoilsport.,Bir oyunbozan olma.
Don't be a wallflower.,Bir şebboy olmayın.
Don't be disappointed.,Hayal kırıklığına uğramayın.
Don't be fooled again.,Tekrar kandırılma.
Don't be fooled again.,Bir daha kandırılma.
Don't be melodramatic.,Aşırı duygusal olma.
"Don't be nervous, Tom.","Sinirlenme, Tom."
Don't be presumptuous.,Haddini aşma.
Don't be so defensive.,O kadar korumacı olma.
Don't be so demanding.,Bu kadar talepkâr olma.
Don't be so impatient.,Çok sabırsız olma.
Don't be so sensitive.,O kadar hassas olma.
Don't be so sensitive.,O kadar alıngan olma.
Don't be unreasonable.,Mantıksız olmayın.
Don't bend your elbow.,Dirseğini bükme.
Don't bite your nails.,Tırnaklarını ısırma.
Don't blame it on Tom.,Suçu Tom'a atma.
Don't blame it on her.,Onu suçlamayın.
Don't blame the guide.,Rehberi suçlamayın.
Don't bother me again.,Beni bir daha rahatsız etme.
Don't bother us again.,Bir daha bizi rahatsız etme.
Don't bother us again.,Bizi tekrar rahatsız etme.
Don't bother us again.,Bir daha bizi rahatsız etmeyin.
Don't burst my bubble.,Benim kabarcığımı patlatmayın.
Don't buy those shoes.,O ayakkabıları almayın.
Don't call me a moron.,Bana moron deme.
Don't call me anymore.,Artık beni arama.
Don't call the police.,Polisi arama.
Don't close your eyes.,Gözlerini kapatma.
Don't close your eyes.,Gözlerini kapama.
Don't come any closer.,Daha fazla yaklaşma.
Don't come here again.,Bir daha buraya gelme.
"Don't come late, okay?","Geç gelme, tamam mı?"
Don't confuse the two.,İkisini karıştırma.
Don't copy my answers.,Cevaplarımı kopyalamayın.
Don't cut your finger.,Parmağınızı kesmeyin.
Don't delude yourself.,Kendini kandırma!
Don't do anything yet.,Henüz hiçbir şey yapma!
Don't do that anymore.,Artık bunu yapma.
"Don't do that, please.",Lütfen bunu yapma.
Don't drink and drive.,İçkiliyken araba sürme.
Don't drink the water.,Suyu içme.
Don't drop that glass.,O bardağı düşürme.
Don't eat the oysters.,İstiridyeleri yemeyin.
Don't evade the issue.,Sorunlardan kaçmayın.
Don't even mention it.,Hatta ondan bahsetme.
Don't even talk to me.,Hatta benimle konuşma.
Don't even think that.,Hatta onu düşünme.
Don't even touch them.,Hatta onlara dokunmayın.
Don't ever doubt that.,Hiç şüphen olmasın.
Don't ever think that.,Onu hiç düşünme.
Don't expect miracles.,Mucizeler bekleme.
Don't expect overtime.,Fazla mesai beklemeyin.
Don't expect too much.,Çok fazla şey bekleme.
Don't fool yourselves.,Kendini aptal yerine koyma.
Don't forget about me.,Beni unutma.
Don't forget about us!,Bizi unutma.
Don't forget about us!,Bizi unutmayın.
Don't forget anything.,Bir şey unutma.
Don't forget the past.,Geçmişi unutma.
Don't forget to floss.,Diş ipiyle temizlik yapmayı unutma.
Don't forget to write.,Yazmayı unutma.
Don't forget your bag.,Çantanı unutma.
Don't forget your hat.,Şapkanını unutma.
Don't get left behind.,Arkada kalmayın.
Don't get me involved.,Beni karıştırmayın.
Don't get sentimental.,Duygusal olma.
Don't get too excited.,Çok heyecanlanma.
Don't get too hopeful.,Çok umutlu olma.
Don't give me a thing.,Bana hiçbir şey verme.
Don't give me a thing.,Bana hiçbir şey vermeyin.
Don't give up halfway.,Yarı yolda pes etmeyin.
Don't give up on love.,Aşktan vazgeçme.
"Don't go anywhere, OK?","Bir yere gitme, tamam mı?"
Don't go in that room.,O odaya girmeyin.
Don't go into my room.,Odama girme.
Don't go near the dog.,Köpeğe yaklaşmayın.
Don't go out with Tom.,Tom'la flört etme.
Don't hesitate to ask.,Sormak için tereddüt etmeyin.
Don't hesitate to ask.,Sormaya çekinmeyin.
Don't joke about that.,O konuda şaka yapmayın.
Don't keep me waiting.,Beni bekletme.
"Don't kill me, please.",Lütfen beni öldürme.
Don't lean on my desk.,Masama dayanmayın.
Don't lean on my desk.,Masama yaslanmayın.
Don't leave like this.,Böyle terk etmeyin.
Don't leave me behind!,Beni arkada bırakmayın!
Don't leave me behind.,Beni geride bırakmayın.
Don't leave that here.,Onu burada bırakma.
Don't leave the TV on.,TV'yi açık bırakma.
Don't leave the house.,Evden ayrılma.
Don't leave them here.,Onları buraya bırakma.
Don't leave this room.,Bu odadan ayrılma.
Don't let Tom do that.,Tom'un onu yapmasına izin verme.
Don't let Tom give up.,Tom'un vazgeçmesine izin verme.
Don't let Tom hit you.,Tom'un sana vurmasına izin verme.
Don't let Tom see you.,Tom'un seni görmesine izin verme.
Don't let anyone pass.,Hiç kimsenin geçmesine izin verme.
Don't let him hit you.,Sana vurmasına izin verme.
Don't let him move it.,Onu kımıldatmasına izin verme.
Don't let him take it.,Onu almasına izin verme.
Don't let him whistle.,Islık çalmasına izin verme.
Don't let it stop you.,Bunun sizi durdurmasına izin vermeyin.
Don't let me die here.,Burada ölmeme izin verme.
Don't let me keep you.,Seni tutmama izin verme.
Don't let me stop you.,Seni durdurmama müsaade etme.
Don't let me stop you.,Sizi durdurmama müsaade etmeyin.
Don't let me stop you.,Ben sana mâni olmayayım.
Don't let me stop you.,Ben size mâni olmayayım.
Don't let that dog go.,O köpeğin gitmesine izin vermeyin.
Don't let that happen.,Onun olmasına izin vermeyin.
Don't let the dog out.,Köpeğe dışarı izin vermeyin.
Don't let them get me.,Beni ele geçirmelerine müsaade etme.
Don't let them get me.,Beni ele geçirmelerine müsaade etmeyin.
Don't let us stop you.,Seni durdurmamıza izin verme.
Don't let us stop you.,Sizi durdurmamıza izin vermeyin.
Don't let us stop you.,Biz sana mâni olmayalım.
Don't let us stop you.,Biz size mâni olmayalım.
"Don't lie anymore, OK?","Artık yalan söyleme, tamam mı?"
Don't lie to me again.,Bana tekrar yalan söyleme.
Don't look so shocked.,Çok şoke olmuş görünme.
Don't look so stunned.,Çok afallamış görünme.
Don't look so worried.,Çok endişeli görünme.
Don't lose confidence.,Güveni kaybetme.
"Don't lose heart, Tom.","Cesaretini kaybetme, Tom."
Don't lose your purse.,Cüzdanını kaybetme.
Don't make fun of Tom.,Tom'la alay etme.
Don't make fun of him.,Onunla alay etme.
Don't make it a habit.,Bunu bir alışkanlık haline getirme.
Don't make me do that.,Onu bana yaptırma.
Don't make me do this.,Bana bunu yaptırma.
Don't make me hit you.,Bana kendini dövdürtme.
Don't make noise here.,Burada gürültü yapmayın.
"Don't mention it, Tom.","Ondan bahsetme, Tom."
"Don't open it, please.","Onu açmayın, lütfen."
Don't open the window.,Pencereyi açmayın.
Don't open your books.,Kitaplarınızı açmayın.
Don't open your mouth.,Ağzını açma.
Don't pick up the cat.,Kediyi almayın.
Don't point at others.,Diğerlerini işaret etme.
Don't press your luck.,Şansını zorlama.
Don't put it that way.,Onu o şekilde koyma.
Don't read my journal.,Günlüğümü okuma.
Don't repeat yourself.,Kendini yineleme.
Don't respond to that.,Ona cevap verme.
Don't say such things.,Böyle şeyler söyleme.
Don't scare the girls.,Kızları korkutmayın.
Don't settle for less.,Daha azı kabul etmeyin.
Don't shake the table.,Tabloyu sallamayın.
Don't show your cards.,Niyetinizi belli etmeyin.
Don't slip on the ice.,Buzun üstünde kayma.
Don't speak so loudly.,Çok yüksek sesle konuşmaç
Don't speak to anyone.,Kimseyle konuşmayın.
Don't spill the beans.,Fasulyeleri dökmeyin.
Don't stand in my way.,Yolumda durmayın.
Don't stand too close.,Çok yakın durmayın.
Don't stare at others.,Diğerlerine bakmayın.
Don't stare at people.,İnsanlara bakmayın.
Don't start panicking.,Panik yapmaya başlama.
Don't stay underwater.,Yağmurda durmayın.
Don't step in the mud.,Çamura basma.
Don't step on my head.,Kafama basma.
Don't step on my toes.,Ayak parmaklarıma basmayın.
Don't swear in public.,Herkesin önünde küfretmeyin.
Don't take it lightly.,Onu hafife almayın.
Don't take it so hard!,Çok ciddiye almayın!
Don't talk about that.,Ondan bahsetmeyin.
Don't talk about that.,O konu hakkında konuşmayın.
Don't talk back to me.,Bana karşılık verme.
