input_text,target_text
It's a real good one.,O gerçekten iyi biri.
It's a scalp disease.,Bu bir kafa derisi hastalığı.
It's a small problem.,O küçük bir sorun.
It's a special blend.,O özel bir karışım.
It's a special order.,Bu özel bir emir.
It's a stupid policy.,Bu aptalca bir politika.
It's a stupid system.,Bu aptalca bir sistem.
It's a very big deal.,Bu çok büyük bir marifet.
It's a very big deal.,Bu çok önemli bir konu.
It's a very old book.,O çok eski bir kitap.
It's a waste of food.,Bu bir gıda israfı.
It's a waste of time.,Bu bir zaman kaybıdır.
It's about two miles.,"O, yaklaşık iki mildir."
It's absolutely safe.,Bu kesinlikle güvenlidir.
It's absolutely true.,Bu kesinlikle doğru.
It's against the law.,"Bu, kanuna aykırı."
It's all Greek to me.,Anladıysam Arap olayım.
It's all Tom's fault.,Onun hepsi Tom'un hatası.
It's all about money.,Her şey paraya bakıyor.
It's all custom made.,Hepsi sipariş üzerine yapıldı.
It's all in the file.,Onun hepsi dosyada.
It's all in the room.,Onun hepsi odada.
It's all over for us.,Bizim için her şey bitti.
It's all over for us.,Bizim için artık yolun sonu.
It's all right there.,Orada her şey yolunda.
It's all so hopeless.,Onun hepsi çok umutsuz.
It's all very simple.,Onun hepsi çok basit.
It's all very simple.,Çok basittir.
It's almost finished.,Neredeyse bitti.
It's almost midnight.,Neredeyse gece yarısı.
It's almost too late.,Neredeyse çok geç.
It's already decided.,Zaten karar verdi.
It's already started.,Zaten başladı.
It's already started.,Çoktan başladı.
It's already stopped.,Zaten durdu.
It's always the same.,Bu her zaman aynı.
It's an easy victory.,O kolay bir zafer.
It's an extreme case.,Bu aşırı bir durum.
It's an unusual name.,Nadir bir isim.
It's as clear as mud.,"Bu, çamur kadar açıktır."
It's as easy as that.,Bu onun kadar kolay.
It's as plain as day.,Bu gün gibi ortada.
It's as plain as day.,Gün gibi aşikar.
It's as plain as day.,Gün gibi açık.
It's been a bad week.,Kötü bir hafta oldu.
It's been a busy day.,Yoğun bir gündü.
It's been a good day.,Güzel bir gündü.
It's been a long war.,Uzun bir savaş oldu.
It's been a pleasure.,Zevkti.
It's been a slow day.,Yavaş bir gün oldu.
It's been a struggle.,O bir mücadeleydi.
It's been fun for us.,Bu bizim için eğlenceliydi.
It's been fun so far.,Şimdiye kadar eğlenceliydi.
It's been three days.,Üç gün oldu.
It's been very quiet.,Çok sessizdi.
It's behind schedule.,"Bu, programın gerisinde."
It's best not to ask.,Sormamak en iyisi.
It's better as it is.,Olduğu gibi daha iyi.
It's bigger than Tom.,O Tom'dan daha büyüktür.
It's bigger than you.,Bu senden daha büyük.
It's boiling in here.,Burada hava çok bunaltıcı.
It's boring to watch.,O izlemek için sıkıcı.
It's completely dark.,Tamamen karanlık.
It's downright scary.,Bu düpedüz korkutucu.
It's easier this way.,Bu şekilde daha kolay.
It's easy if you try.,Çalışırsan kolaydır.
It's easy to do that.,Onu yapmak kolaydır.
It's easy to explain.,Açıklaması kolay.
It's easy to see why.,Nedenini anlamak kolaydır.
It's fairly accurate.,Bu oldukça doğru.
It's finally my turn.,Nihayet benim sıram.
It's fun to watch TV.,TV izlemek eğlenceli.
"It's funny, you know.","Bu eğlenceli, bilirsin."
It's going to be fun.,Eğlenceli olacak.
It's going to be hot.,Hava sıcak olacak.
It's going to happen.,Bu olacak.
It's good seeing you.,Seni görmek güzeldi.
It's good to be back.,Geri dönmek güzel.
It's good to be here.,Burada olmak güzel.
It's good to be home.,Evde olmak iyi.
It's good to do that.,Onu yapmak güzel.
It's good to see you.,Seni görmek güzel.
It's half past eight.,Sekiz buçuk.
It's happened before.,Daha önce oldu.
It's happening again.,Tekrar oluyor.
It's hard to believe.,İnanması zor.
It's hard to explain.,Açıklaması zor.
It's hard to imagine.,Hayal etmek zor.
It's hard to justify.,Onu aklamak zordur.
"It's harsh, but fair.",Kırıcı ama adil.
It's important to me.,Bu benim için önemli.
It's in a safe place.,O güvenli bir yerde.
It's in the basement.,"O, bodrumda."
It's just a headache.,Bu sadece bir baş ağrısı.
It's just been awful.,Bu gerçekten berbat.
It's just my luggage.,Bu gerçekten benim bagajım.
It's just not enough.,Bu gerçekten yeterli değil.
It's just over there.,O sadece orada.
It's just you and me.,Bu sadece sen ve ben.
It's kind of private.,Bu biraz özel.
It's made of leather.,O deriden yapılmış.
It's me that's wrong.,Hatalı olan benim.
It's mean to do that.,Onu yapmak zordur.
"It's my CD, isn't it?","Bu benim CD, öyle değil mi?"
"It's my CD, isn't it?","Bu CD benim, değil mi?"
It's never been done.,Bu hiç yapılmadı.
It's nice in the sun.,Hava güneşte güzel.
It's nice to be back.,Geri dönmek güzel.
It's nice to be here.,Burada olmak hoş.
It's nice to be home.,Evde olmak güzel.
It's nice to do that.,Onu yapmak güzel.
It's nice to see you.,Seni görmek güzel.
It's noisy next door.,Yan komşu gürültülü.
It's not Tom's fault.,Bu Tom'un hatası değil.
It's not a bad thing.,O kötü bir şey değil.
It's not a big thing.,Bu büyük bir şey değil.
It's not a classroom.,O bir sınıf değil.
It's not a good idea.,İyi bir fikir değil.
It's not a good time.,Bu iyi bir zaman değil.
It's not about money.,"O, parayla ilgili değil."
It's not always easy.,Bu her zaman kolay değil.
It's not an easy job.,Bu kolay bir iş değil.
It's not complicated.,Karmaşık değil.
It's not deep enough.,Yeterince derin değil.
It's not easy for me.,Bu benim için kolay değil.
It's not easy to win.,Kazanmak kolay değil.
It's not evening yet.,Henüz akşam değil.
It's not evening yet.,Daha akşam olmadı.
It's not explainable.,Açıklanabilir değil.
It's not fair at all.,Hiç adil değil.
It's not fair to you.,Senin için adil değil.
It's not just a game.,O sadece bir oyun değil.
It's not my birthday.,Benim doğum günüm değil.
It's not my business.,Bu benim işim değil.
It's not my decision.,Bu benim kararım değil.
It's not on the menu.,"Bu, menüde yok."
It's not predictable.,Öngörülebilir değil.
It's not quite right.,Bu bütünüyle doğru değil.
It's not raining yet.,Henüz yağmur yağmıyor.
It's not really food.,O gerçekten yiyecek değil.
It's not so bad here.,Burası o kadar kötü değil.
It's not so terrible.,"O, o kadar korkunç değil."
It's not that at all.,O hiçte o değil.
It's not that simple.,O kadar basit değil.
It's not their fault.,Bu onların suçu değil.
It's not time to die.,Ölme zamanı değil.
"It's not true, is it?","O doğru değil, değil mi?"
It's not yet working.,Bu henüz işe yaramıyor.
It's nothing serious.,Bu ciddi bir şey değil.
It's nothing special.,Özel bir şey değil.
It's now time to act.,Şimdi hareket etme zamanı.
It's obviously a lie.,Bu belli ki bir yalan.
It's older than that.,Bu ondan daha eski.
It's on the schedule.,O programdadır.
It's only a computer.,O sadece bir bilgisayar.
It's only a painting.,Bu sadece bir tablo.
It's only just begun.,O sadece az önce başladı.
It's our only option.,Tek seçeneğimiz.
It's out of my hands.,O benim kontrolümde değil.
It's over between us.,O bizim aramızda.
"It's over now, right?","O şimdi bitti, değil mi?"
It's part of the job.,"O, işin bir parçası."
It's partly my fault.,Bu kısmen benim hatam.
It's perfectly white.,Mükemmel beyaz.
It's pork or nothing.,Domuz eti veya hiçbir şey.
It's pretty exciting.,O oldukça heyecan verici.
It's pretty standard.,Oldukça standart.
It's probably a sign.,O muhtemelen bir işarettir.
It's probably not OK.,Bu muhtemelen tamam değil.
"It's quiet, you know.","O sessiz, sen biliyorsun."
It's quite delicious.,Oldukça lezzetli.
It's quite different.,Oldukça farklı.
It's quite hot today.,Bugün hava oldukça sıcak.
It's raining outside.,Dışarıda yağmur yağıyor.
It's really annoying.,Bu gerçekten can sıkıcı.
It's really exciting.,Gerçekten heyecan verici.
It's really horrible.,O gerçekten korkunç.
It's really hot here.,Burası gerçekten sıcak.
It's really hot here.,Burası gerçekten çok sıcak.
It's really personal.,Gerçekten kişisel.
It's really worth it.,Gerçekten ona değer.
It's right above you.,O tam senin üzerinde.
It's right next door.,Tam bitişik kapı.
It's right over here.,O tam orada.
It's rude to do that.,Onu yapmak kabalıktır.
It's scary down here.,Buranın aşağısı korkunç
It's snowing outside.,Dışarıda kar yağıyor.
It's so embarrassing.,Çok utanç verici.
It's solid as a rock.,Bir kaya gibi sağlam.
It's sort of strange.,O garip bir şey.
It's started already.,Zaten başladı.
It's started raining.,Yağmur yağmaya başladı.
It's started to snow.,Kar yağmaya başladı.
It's still breathing.,Hâlâ nefes alıyor.
It's still happening.,O hâlâ oluyor.
It's still light out.,Dışarı hâlâ aydınlık.
It's still new to me.,O benim için hâlâ yeni.
It's still not ready.,"O, hâlâ hazır değil."
It's still not right.,Bu hâlâ doğru değil.
It's still too early.,Hâlâ çok erken.
It's stopped snowing.,Kar yağması durdu.
It's such a nice day.,Güzel bir gün.
It's taking too long.,Çok uzun zaman alıyor.
It's terribly urgent.,Bu son derece acil.
It's that time again.,Yine o zaman.
It's the 28th of May.,Günlerden 28 Mayıs.
It's the last chance.,Bu son şans.
It's time for action.,Eylem zamanı.
It's time for change.,Değişim zamanı.
It's time for dinner.,Akşam yemeği zamanı.
It's time for school.,Okul zamanı.
It's time to act now.,Şimdi hareket zamanı.
It's time to do that.,Onu yapma zamanı.
It's time to fess up.,İtiraf etme zamanı.
It's time to go home.,Eve gitme zamanı.
It's time to go home.,Şimdi eve gitme zamanı.
It's time to move on.,Yola devam etme zamanı.
It's time to wake up.,Uyanma vakti.
It's too cold for me.,Benim için çok soğuk.
It's too complicated.,Bu çok karmaşık.
It's too conspicuous.,Bu çok dikkat çekici değil.
It's too far to walk.,Yürümek için çok uzak.
It's too hard for me.,Bu benim için çok zordu.
It's too hot in here.,Burası çok sıcak.
It's too late anyway.,Her halükarda çok geç.
It's too late for me.,Benim için çok geç.
It's totally useless.,Tamamen faydasız.
It's twenty past six.,Saat 6.20.
It's under the chair.,"O, sandalyenin altında."
It's under the table.,"O, masanın altındadır."
It's very cold today.,Bugün hava çok soğuk.
It's very convenient.,Bu çok uygun.
It's very gratifying.,Bu çok tatminkâr.
It's very hot inside.,İçerisi çok sıcak.
It's very noisy here.,Burası çok gürültülü.
It's very nutritious.,Bu çok besleyici.
It's very quiet here.,Burası çok sessiz.
It's very sad indeed.,Bu gerçekten çok üzücü.
It's very satisfying.,Bu çok tatmin edici.
It's very warm today.,Bugün hava çok sıcak.
It's what Tom wanted.,Bu Tom'un istediği.
It's what he painted.,Boyadığı odur.
It's what we deserve.,Bizim hak ettiğimiz bu.
It's wise to do that.,Onu yapmak akıllıca.
It's worth a fortune.,Bir servete değer.
It's worth exploring.,Bu keşfetmeye değer.
It's worth the money.,Bu paraya değer.
It's worth trying it.,Onu denemeye değer.
Italy is a peninsula.,İtalya bir yarımada.
It’s just midnight.,Tam gece yarısı.
John has gone cuckoo.,John delirdi.
"Just be careful, Tom.","Sadece dikkatli ol, Tom."
Just be very careful.,Sadece çok dikkatli ol.
Just behave yourself.,Sadece kendine gel.
Just brush your hair.,Sadece saçınızı fırçalayın.
Just call the police.,Sadece polisi ara.
Just close your eyes.,Sadece gözlerini kapa.
Just do me one favor.,Sadece bana bir iyilik yap.
Just do what you can.,Sadece elinden geleni yap.
Just don't disappear.,Sadece gözden kaybolma.
Just don't surrender.,Sadece teslim olma.
Just get me the list.,Sadece beni listeye al.
Just get out of here!,Sadece buradan çık!
Just get out of here.,Sadece buradan çık.
Just give Tom a call.,Sadece Tom'u ara.
"Just give it up, Tom.","Sadece ondan vazgeç, Tom."
Just give me one day.,Sadece bana bir gün ver.
Just give me the gun.,Sadece bana silahı ver.
Just go to your room.,Sadece odana git.
Just how good is Tom?,Sadece Tom ne kadar iyi?
Just keep on walking.,Sadece yürümeye devam edin.
Just leave Tom alone.,Sadece Tom'u yalnız bırak.
Just let me help you.,Sadece sana yardım edeyim.
Just let me help you.,Sana yardım etmeme izin ver.
Just please be quiet.,Lütfen sadece sessiz olun.
Just put it anywhere.,Bunu sadece herhangi bir yere koy.
Just say you love me.,Sadece beni sevdiğini söyle.
Just throw them away.,Sadece onları başından at.
Just try and stop me.,Sadece beni durdurmaya çalışın.
Just wait in the car.,Sadece arabada bekle.
Just wait right here.,Sadece tam burada bekle.
Just watch and learn.,Sadece izle ve öğren.
Just watch your step.,Adımına dikkat et.
Justice will prevail.,Adalet hüküm sürecek.
Keep Tom entertained.,Tom'u ağırlamayı devam ettir.
Keep Tom out of here.,Tom'u buradan uzak tut.
Keep away from there.,Oradan uzak dur.
Keep looking for Tom.,Tom'u aramaya devam et.
Keep off my property.,Arazimden uzak dur.
Keep our eyes peeled.,Gözlerini dört aç.
"Keep quiet, will you?","Sessiz ol, ne dersin?"
Keep the door closed.,Kapıyı kapalı tut.
Keep the door locked.,Kapıyı kilitli tutun.
Keep the kids inside.,Çocukları içeride tut.
Keep up your courage.,Cesaretini devam ettir.
Keep up your courage.,Cesaretini koru.
Keep your eye on him.,Ona göz kulak ol.
Keep your mouth shut.,Ağzını kapalı tut.
Keep your nose clean.,Beladan uzak dur.
Keep your nose clean.,Pis işlere karışma.
Keep your room clean.,Odanızı temiz tutun.
Keep your voice down.,Sesini alçalt.
Kids grow up so fast.,Çocuklar çok hızlı büyüyorlar.
Kindness is a virtue.,Nezaket bir erdemdir.
Lambs are baby sheep.,Kuzular bebek koyundurlar.
Leave it in my hands.,Onu ellerime bırak.
Leave it to the pros.,Bunu profesyonellere bırak.
Leave my stuff alone.,Benim şeylerime dokunma.
Leave the lights off.,Işıkları kapalı bırak.
Leave the rest to me.,Gerisini bana bırak.
Lend me your bicycle.,Bana bisikletini ödünç ver.
Lesson Three is hard.,Ders Üç zor.
"Let go of me, please.",Bırak beni lütfen.
Let go of the bottle.,Biberonu bıraktıralım.
Let go of the handle.,Kolunu bırakın.
Let him have his say.,"O, görüşünü söylesin."
Let me be your alibi.,Mazeretin olayım.
Let me buy you lunch.,Sana öğle yemeği ısmarlayayım.
Let me call you back.,Seni tekrar aramama izin ver.
Let me check on that.,Onu kontrol edeyim.
Let me come with you.,Ben seninle geleyim.
Let me deal with Tom.,Tom'la ilgilenmeme izin ver.
Let me deal with him.,Onunla ilgileneyim.
Let me deal with him.,Ben onunla ilgileneyim.
Let me do that again.,Onu tekrar yapayım.
Let me entertain you.,Sizi ağırlamama izin verin.
Let me get my violin.,Kemanımı alayım.
Let me get my wallet.,Cüzdanımı alayım.
Let me get your bags.,Çantalarınızı alayım.
Let me get your coat.,Ceketini alayım.
Let me give it a try.,Onu deneyeyim.
Let me give you this.,Bunu sana vereyim.
Let me handle things.,Şeyleri ellememe izin ver.
Let me have the file.,Dosyayı alayım.
Let me have the list.,Listeyi alayım.
Let me rephrase that.,Başka bir şekilde ifade edeyim.
Let me rest a little.,Biraz dinleneyim.
Let me say one thing.,Bir şey söyleyeyim.
Let me see that list.,Listeyi görmeme izin ver.
Let me see you again.,Seni tekrar göreyim.
Let me see your palm.,Avucunu görmeme izin ver.
Let me see your ring.,Yüzüğünü göreyim.
"Let me speak, please.",Lütfen konuşmama izin ver.
Let me stay with you.,Seninle kalayım.
Let me take a gander.,Göz atmama izin ver.
Let me take this one.,Bunu alayım.
Let me take you home.,Seni eve götüreyim.
Let me talk with Tom.,Tom'la konuşayım.
Let me tell you more.,Sana daha fazla söylememe izin ver.
Let me try something.,Bir şey denememe izin ver.
Let me walk you home.,Seninle eve yürümeme izin ver.
Let me work in peace.,Barış içinde çalışayım.
Let the buyer beware.,Alıcı dikkatli olsun.
Let the mayhem begin.,Kargaşa başlasın.
Let the revolt begin.,İsyan başlasın.
Let's all be friends.,Hepimiz arkadaş olalım.
"Let's be friends, OK?","Arkadaş olalım, tamam mı?"
Let's be honest here.,Burada dürüst olalım.
Let's buy some roses.,Birkaç gül alalım.
Let's buy this radio.,Bu radyoyu alalım.
Let's check it later.,Onu daha sonra kontrol edelim.
Let's check with Tom.,Hadi Tom ile kontrol edelim.
Let's clean our room.,Odamızı temizleyelim.
Let's dance together.,Haydi beraber dans edelim.
Let's discuss it now.,Onu şimdi tartışalım.
Let's do Tom a favor.,Tom'a bir iyilik yapalım.
Let's do it this way.,Onu bu yolla yapalım.
Let's do it your way.,Hadi onu senin yolundan yapalım.
Let's do some boxing.,Biraz boks yapalım.
Let's eat some pasta.,Biraz makarna yiyelim.
Let's face the facts!,Gerçeklerle yüzleşelim.
Let's face the facts.,Gerçeklerle yüzleşelim.
Let's face the truth.,Gerçekle yüzleşelim.
Let's find a way out.,Bir çıkış yolu bulalım.
Let's finish the job.,İşi bitirelim.
Let's get a doughnut.,Bir tatlı çörek alalım.
Let's get acquainted.,Hadi tanışalım.
Let's get in the car.,Arabaya binelim.
Let's get on the bus.,Hadi otobüse binelim.
Let's get on with it.,Onunla iyi geçinelim.
Let's get some sleep.,Biraz uyuyalım.
Let's get the others.,Diğerlerini alalım.
Let's get this moved.,Bunu hareket ettirelim.
Let's give it a rest.,Bir mola verelim.
Let's give it a shot.,Hadi deneyelim.
Let's give it to Tom.,Bunu Tom'a verelim.
Let's go and ask Tom.,Gidelim ve Tom'a soralım.
Let's go and get Tom.,Gidip Tom'u alalım.
Let's go and see Tom.,Gidip Tom'u görelim.
Let's go back inside.,İçeri geri dönelim.
Let's go back to Tom.,Tom'a geri gidelim.
"Let's go by taxi, OK?","Taksiyle gidelim, Tamam mı?"
Let's go for a drink.,İçmeye gidelim.
Let's go for a drive.,Arabayla gezintiye çıkalım.
Let's go get a drink.,İçki almaya gidelim.
Let's go have a beer.,Bir bira almaya gidelim.
Let's go have a look.,Bakmaya gidelim.
Let's go look around.,Etrafa bakmaya gidelim.
Let's go on a picnic.,Hadi piknik yapalım.
Let's go out and eat.,Dışarı çıkıp yemek yiyelim.
Let's go out tonight.,Bu gece dışarı çıkalım.
Let's go out tonight?,Bu gece dışarı çıkalım.
Let's go see Tom now.,Şimdi Tom'u görmeye gidelim.
Let's go see a movie.,Bir film görmeye gidelim.
Let's go skating now.,Şimdi paten yapmaya gidelim.
Let's go take a look.,Bir göz atmaya gidelim.
Let's go talk to Tom.,Gidip Tom'la konuşalım.
Let's go there today.,Bugün oraya gidelim.
Let's go to my place.,Benim yerime gidelim.
Let's go to the club.,Kulübe gidelim.
Let's go to the mall.,Alışveriş merkezine gidelim.
Let's go to the park.,Parka gidelim.
Let's go to the pool.,Haydi havuza gidelim.
Let's have a contest.,Bir yarışma düzenleyelim.
Let's have breakfast.,Kahvaltı edelim.
Let's head back home.,Eve geri gidelim.
Let's hear your plan.,Senin planını duyalım.
Let's hope I'm wrong.,Hatalı olduğumu umalım.
Let's hope Tom comes.,Tom'un geleceğini umalım.
Let's hope Tom is OK.,Tom'un iyi olduğunu umalım.
Let's hope she comes.,Onun geleceğini umalım.
Let's just calm down.,Sadece sakinleşelim.
Let's just do it now.,Şimdi sadece onu yapalım.
Let's just forget it.,Sadece onu unutalım.
Let's just go inside.,Sadece içeriye girelim.
Let's just go to bed.,Sadece yatalım.
Let's just meet here.,Burada buluşalım.
Let's just slow down.,Sadece yavaşlayalım.
Let's just stay calm.,Sadece sakin kalalım.
Let's just stay here.,Sadece burada kalalım.
Let's just stay home.,Sadece evde kalalım.
Let's leave the room.,Odayı terk edelim.
Let's leave tomorrow.,Yarın gidelim.
Let's leave tomorrow.,Yarın yola çıkalım.
Let's leave tomorrow.,Yarın ayrılalım.
Let's let Tom decide.,Tom'a karar verdirelim.
Let's make a snowman.,Kardan adam yapalım.
Let's make it better.,Bunu daha iyi yapalım.
Let's make it simple.,Bunu basit yapalım.
Let's make some more.,Biraz daha yapalım.
Let's meet in Boston.,Boston'da buluşalım.
Let's meet on Sunday.,Pazar günü buluşalım.
Let's move the table.,Masayı taşıyalım.
Let's not be enemies.,Düşman olmayalım.
Let's not bother Tom.,Tom'u rahatsız etmeyelim.
Let's not discuss it.,Bunu tartışmayalım.
Let's not exaggerate.,Abartmayalım.
Let's not invite Tom.,Tom'u davet etmeyelim.
Let's not lose focus.,Odak noktasını kaybetmeyelim.
Let's not waste time.,Zaman israf etmeyelim.
Let's pace ourselves.,Volta atalım.
Let's play hopscotch.,Seksek oynayalım.
Let's play it by ear.,Olayların akışına göre hareket edelim.
Let's play it by ear.,Duruma göre davranalım.
Let's play something.,Bir şey oynayalım.
Let's relax a little.,Biraz dinlenelim.
Let's see what it is.,Onun ne olduğunu görelim.
Let's sing and dance.,Şarkı söyleyelim ve dans edelim.
Let's sit over there.,Orada oturalım.
Let's split the bill.,Hesabı paylaşalım.
Let's split the bill.,Hesabı kırışalım.
Let's start with Tom.,Tom'la başlayalım.
Let's start with you.,Seninle başlayalım.
Let's study together.,Birlikte ders çalışalım.
Let's take a picture.,Bir resim çekelim.
Let's take our seats.,Yerlerimize oturalım.
Let's talk about Tom.,Tom hakkında konuşalım.
Let's talk about you.,Senin hakkında konuşalım.
Let's talk seriously.,Ciddi olarak konuşalım.
Let's think about it.,Bunun hakkında düşünelim.
Let's think positive.,Olumlu düşünelim.
Let's try and get in.,İçeri girmeye çalışalım.
Let's try once again.,Bir kez daha deneyelim.
Let's try that again.,Bunu tekrar deneyelim.
Let's try this again.,Hadi bunu bir daha deneyelim.
Let's try to do that.,Onu yapmaya çalışalım.
Let's watch the game.,Maçı izleyelim.
Lies beget more lies.,Yalanlar daha fazla yalanlara sebep olur.
Life begins at forty.,Hayat kırkında başlar.
Life is normal again.,Hayat yine normaldir.
Life seems so unfair.,Hayat çok haksız görünüyor.
Life's a funny thing.,Yaşam eğlenceli bir şey.
Lightbulbs emit heat.,Ampuller ısı yayar.
Lincoln died in 1865.,Lincoln 1865 yılında öldü.
Lions are colorblind.,Aslanlar renk körüdür.
"Listen to me, please.","Beni dinle, lütfen."
Listen to your heart.,Kalbini dinle.
"Listen, I have to go.","Dinle, gitmek zorundayım."
"Look around you, Tom.","Etrafına bak, Tom."
Look at it carefully.,Ona dikkatle bak.
Look at that big dog.,Şu büyük köpeğe bak.
Look at that drawing.,O çizime bak.
Look at that drawing.,Şu çizime bak.
Look at that drawing.,O çizime bakın.
Look at that drawing.,Şu çizime bakın.
Look at that picture.,Şu resme bak.
Look at that red car.,Şu kırmızı arabaya bak.
Look at the dog jump.,Köpeğin atlamasına bak.
Look at the evidence.,Kanıta bak.
Look at these photos.,Bu fotoğraflara bak.
Look at these prices.,Bu fiyatlara bak.
Look at this picture.,Bu resime bak.
Look at those clouds.,Şu bulutlara bakın.
Look at what you did.,Yaptığına bak.
Look before you leap.,Atlamadan önce bak.
Look before you leap.,Hareket etmeden önce iyice düşün.
"Look forward, please.","Bekleyin, lütfen."
Look in front of you.,Önüne bak.
Look out your window.,Pencerenden dışarıya bak.
Look what can happen.,Ne olabileceğine bak.
Look what we've done.,Ne yaptığımıza bak.
Look what's happened.,Ne olduğuna bak.
Love can't be bought.,Aşk satın alınamaz.
Love is all you need.,İhtiyacınız olan tüm şey sevgi.
Love is blinding you.,Aşk seni kör yapıyor.
Love knows no limits.,Aşk sınır tanımaz.
"Love me, love my dog.",Gülü seven dikenine katlanır.
Love will find a way.,Aşk bir yolunu bulur.
"Lovely day, isn't it?","Güzel bir gün, değil mi?"
Luck was on our side.,Şans bizden yanaydı.
Lunch will be served.,Öğle yemeği servis edilecek.
Lunch would be great.,Öğle yemeği harika olurdu.
Make him work for it.,Onu bunun için çalıştırın.
Make yourself useful.,Bir işe yara.
Many men died at sea.,Birçok erkek denizde öldü.
Many men died at sea.,Birçok insan denizde öldü.
Many of us are angry.,Birçoğumuz kızgın.
Many of us are upset.,Bizim çoğumuz üzgün.
Many trees fell down.,Birçok ağaç yıkıldı.
Mary came on her own.,Mary tek başına geldi.
Mary designs dresses.,Mary elbiseleri tasarlıyor.
Mary did it for free.,Mary onu ücretsiz yaptı.
Mary filed her nails.,Mary tırnaklarını törpüledi.
Mary had a good time.,Mary iyi zaman geçirdi.
Mary has pretty eyes.,Mary'nin güzel gözleri var.
Mary hugged her doll.,Mary oyuncak bebeğine sarıldı.
Mary is Tom's cousin.,Mary Tom'un kuzeni.
Mary is Tom's mother.,Mary Tom'un annesidir.
Mary is Tom's sister.,Mary Tom'un kız kardeşi.
Mary is a brave girl.,Mary cesur bir kız.
Mary is a lucky girl.,Mary şanslı bir kızdır.
Mary is a manicurist.,Mary bir manikürcü.
Mary is a party girl.,Mary bir parti kızı.
Mary is a single mom.,Mary yalnız bir anne.
Mary is a smart girl.,Mary akıllı bir kız.
Mary is a soccer mom.,Meryem klasik bir orta sınıf Amerikan annesi.
Mary is a soccer mom.,Mary saçını süpürge eden bir anne.
Mary is a sweet girl.,Mary çok tatlı bir kız.
Mary is kind of cute.,Mary biraz sevimli.
Mary is quite snobby.,Mary oldukça züppe.
Mary is unattractive.,Mary çekici değil.
Mary isn't beautiful.,Mary güzel değil.
Mary isn't my sister.,Mary kız kardeşim değil.
Mary looks beautiful.,Mary güzel görünüyor.
Mary lost an earring.,Mary bir küpeyi kaybetti.
Mary needs new shoes.,Mary'nin yeni ayakkabıya ihtiyacı var.
Mary plays the piano.,Mary piyano çalar.
Mary shaved her legs.,Mary bacaklarını traş etti.
Mary was a majorette.,Mary bandonun önünde yürüyen bir kızdı.
Mary was very pretty.,Mary çok güzeldi.
Mary's dress is pink.,Mary'nin elbisesi pembe.
"Mary, are you decent?","Mary, müsait misin?"
"Mary, are you decent?","Mary, uygun musun?"
"Mary, are you decent?","Mary, kıyafetin uygun mu?"
"Mary, are you decent?","Mary, giyinik misin?"
May I ask a question?,Bir soru sorabilir miyim?
May I be excused now?,Müsaadenizle gidebilir miyim?
May I borrow a ruler?,Bir cetvel ödünç alabilir miyim?
May I borrow this CD?,Bu CD'yi ödünç alabilir miyim?
May I dance with you?,Sizinle dans edebilir miyim?
May I eat this apple?,Bu elmayı yiyebilir miyim?
May I eat this bread?,Bu ekmeği yiyebilir miyim?
May I go out to play?,Ben oynamak için dışarı çıkabilir miyim?
May I have a blanket?,Ben bir battaniye alabilir miyim.
May I have a program?,Bir program alabilir miyim?
May I have a receipt?,Ben bir makbuz alabilir miyim.
May I have this book?,Ben bu kitabı alabilir miyim?
May I have your name?,İsminizi alabilir miyim?
May I help you ma'am?,"Size yardımcı olabilir miyim, madam?"
May I hold your hand?,Elini tutabilir miyim?
May I kiss you again?,Seni tekrar öpebilir miyim?
May I play the piano?,Piyano çalabilir miyim?
May I see that again?,Onu tekrar görebilir miyim?
May I sit beside Tom?,Tom'un yanında oturabilir miyim?
May I speak with Tom?,Tom'la konuşabilir miyim?
May I speak with you?,Sizinle konuşabilir miyim?
May I take a message?,Ben bir mesaj alabilir miyim?
May I take your coat?,Paltonuzu alabilir miyim?
May I think about it?,Onu düşünebilir miyim?
May I turn on the TV?,Televizyonu açabilir miyim?
May I use some paper?,Biraz kağıt kullanabilir miyim?
May I use the toilet?,Ben tuvaleti kullanabilir miyim?
May I use your phone?,Telefonunuzu kullanabilir miyim?
May the best man win.,En iyi olan kazansın.
Maybe I can help out.,Belki yardım edebilirim.
Maybe I can show you.,Belki sana gösterebilirim.
Maybe I deserve this.,Belki bunu hak ediyorum.
Maybe I should do it.,Belki bunu yapmalıyım.
Maybe I should leave.,Belki gitmeliyim.
Maybe I'll bring Tom.,Belki Tom'u getireceğim.
Maybe I'm just crazy.,Belki ben sadece deliyim.
Maybe Tom could help.,Belki Tom yardım edebilir.
Maybe Tom is in love.,Belki Tom âşık.
Maybe Tom lied to us.,Belki Tom bize yalan söyledi.
Maybe Tom needs help.,Belki Tom'un yardıma ihtiyacı var.
Maybe Tom will agree.,Belki Tom kabul edecektir.
Maybe he's not young.,Belki o genç değil.
Maybe it was obvious.,Belkide belliydi.
Maybe she won't come.,Belki o gelmeyecek.
Maybe that was wrong.,Belki o hatalıydı.
Maybe they are happy.,Belki onlar mutlu.
Maybe they're hungry.,Belki onlar aç.
Maybe we can do that.,Belki onu yapabiliriz.
Maybe we can make it.,Belki onu yapabiliriz.
Maybe we should pray.,Belki dua etmeliyiz.
Maybe we should quit.,Belki de ayrılmalıyız.
